model,clip,ground_truth,hypothesis,wer,latency_s
small.en,6313-66129-0003,we did not it must have come to life some time during the night and dug its way out laughed tad,"We did not. It must have come to life sometime during the night and dug its way out, left hand.",0.1905,0.2457
small.en,422-122949-0029,only name it whatever i have i offer thee,Only name it whatever I have I offer thee.,0.0000,0.1452
small.en,2412-153954-0016,in fact one of them was plainly very much out of health and coughed violently from time to time in spite of manifest efforts to suppress it,"In fact, one of them was plainly very much out of health, and coughed violently from time to time in spite of manifest efforts to suppress it.",0.0000,0.2527
small.en,3752-4944-0043,i'll teach my prisoners to attempt suicide,I'll teach my prisoners to attempt suicide.,0.0000,0.1032
small.en,2078-142845-0021,sour milk or buttermilk may be used but then a little less acid will be needed,"Sour milk or buttermilk may be used, but then a little less acid will be needed.",0.0000,0.1736
small.en,1993-147149-0009,but earnest as the father was in watching the yet living he had eyes and ears for all that concerned the dead and sprang gently up and took his dead son on his hard couch in his arms with tender strength and carried him upstairs as if afraid of wakening him,"But, earnest as the father was in watching the yet living, he had eyes and ears for all that concerned the dead, and sprang gently up, and took his dead son on his hard couch in his arms with tender strength, and carried him upstairs, as if afraid of wakening him.",0.0000,0.4207
small.en,8842-302196-0011,a word should be said here of the title of dante's autobiography,A word should be said here of the title of Dante's autobiography.,0.0000,0.1351
small.en,2086-149220-0022,if you would permit me said the artist looking at phoebe i should like to try whether the daguerreotype can bring out disagreeable traits on a perfectly amiable face,"If you would permit me, said the artist, looking at Phoebe, I should like to try whether the daguerreotype can bring out disagreeable traits on a perfectly amiable face.",0.0000,0.3185
small.en,5536-43359-0003,this wild mother has not only the experience of her mother and grandmother and the accepted rules of her people for a guide but she humbly seeks to learn a lesson from ants bees spiders beavers and badgers,"This wild mother has not only the experience of her mother and grandmother, and the accepted rules of her people for a guide, but she humbly seeks to learn a lesson from ants, bees, spiders, beavers, and badgers.",0.0000,0.4283
small.en,777-126732-0026,he had been a prisoner himself,He had been a prisoner himself.,0.0000,0.0948
small.en,1988-148538-0014,when an aristocracy carries on the public affairs its national pride naturally assumes this reserved indifferent and haughty form which is imitated by all the other classes of the nation,"When an aristocracy carries on the public affairs, its national pride naturally assumes this reserved, indifferent and haughty form, which is imitated by all the other classes of the nation.",0.0000,0.3272
small.en,174-168635-0000,he had never been father lover husband friend,"He had never been father, lover, husband, friend.",0.0000,0.1313
small.en,1919-142785-0055,any one with the slightest pretensions to refined cookery must in this particular implicitly follow the example of our friends across the channel,"Anyone with the slightest pretensions to refined cookery must, in this particular, implicitly follow the example of our friends across the channel.",0.0870,0.2005
small.en,7850-281318-0023,for she had only the foundation laid criss cross as the magpie had shown her,"For she had only the foundation laid criss-cross, as the magpie had shown her.",0.1333,0.2077
small.en,7976-105575-0012,he survived the war only to be murdered later on a plantation in mississippi,He survived the war only to be murdered later on a plantation in Mississippi.,0.0000,0.1402
small.en,2078-142845-0037,mode put the flour into a basin mix the sugar well with it make a hole in the centre and stir in the yeast and milk which should be lukewarm with enough of the flour to make it the thickness of cream,"Mode, put the flour into a basin, mix the sugar well with it, make a hole in the center, and stir in the yeast and milk, which should be lukewarm, with enough of the flour to make it the thickness of cream.",0.0238,0.3231
small.en,2277-149896-0014,after a time he gave up waiting and drearily headed for the madison car,"After a time, he gave up waiting and drearily headed for the Madison car.",0.0000,0.1360
small.en,3853-163249-0012,then they went back to their work little dreaming as they tied roses and twined smilax wreaths how near that other chance was how soon they were to be called upon to keep their promise and how well each was to perform the part given them in life and death,"Then they went back to their work, little dreaming as they tied roses and twined Similac's wreaths, how near that other chance was, how soon they were to be called upon to keep their promise, and how well each was to perform the part given them, in life and death.",0.0200,0.3461
small.en,3576-138058-0008,dost thou rise against him who gives thee his bread,Does thou rise against him who gives thee his bread?,0.1000,0.0940
small.en,6345-93302-0001,her hands should have been full of bluebells and she should have held them up to his face in maidenly defence as he sprang forward to take her in his arms,"Her hands should have been full of blue-bells, and she should have held them up to his face in maidenly defence as he sprang forward to take her in his arms.",0.0000,0.3548
small.en,6241-61946-0010,my arms are right but my legs are getting a little stiff,"My arms are right, but my legs are getting a little stiff.",0.0000,0.1642
small.en,2277-149874-0021,these vast buildings what were they,"These vast buildings, what were they?",0.0000,0.1084
small.en,2277-149874-0002,to him the presence or absence of his wife's sister was a matter of indifference,"To him, the presence or absence of his wife's sister was a matter of indifference.",0.0000,0.1654
small.en,5536-43358-0003,none might exhort or confess or in any way meddle with the religious experience of another,None might exhort or confess or in any way meddle with the religious experience of another.,0.0000,0.2145
small.en,6319-57405-0004,no one but deucalion the son of prometheus was ready for such a storm,"No one but Ducalion, the son of Prometheus, was ready for such a storm.",0.0714,0.1225
small.en,174-50561-0018,bed time children,"Bedtime, children.",0.6667,0.0968
small.en,8842-302201-0010,the first part is divided into four,The first part is divided into four.,0.0000,0.0847
small.en,2412-153947-0011,i attribute its unlooked for success mainly to two early favourable reviews the first in the pall mall gazette of april twelfth and the second in the spectator of april twentieth,I attribute its unlooked-for success mainly to two early favorable reviews. The first in the Palomale Gazette of April 12th and the second in the Spectator of April 20th.,0.2258,0.2571
small.en,3000-15664-0023,mount bremer is the most noted stronghold of the sheep in the whole shasta region,Mount Bremmer is the most noted stronghold of the sheep in the whole Shasta region.,0.0667,0.1883
small.en,5895-34629-0033,at that hour there was no one in the fair ground except perhaps some reeling drunkard making staggering shadows in dark corners,"At that hour there was no one in the fairground, except perhaps some reeling drunkard, making staggering shadows in dark corners.",0.0909,0.1938
small.en,777-126732-0048,these were but few and for the first time since he opened his shop he took a commercial survey of its value,These were but a few and for the first time since he opened their shop he took a commercial survey of its value,0.0909,0.1793
small.en,6295-64301-0013,but in his hands solitude and a violin were sure to marry in music,"But in his hands, solitude and a violin were sure to marry in music.",0.0000,0.1728
small.en,3000-15664-0037,the vivid green of the boulders beneath the water is very striking and colors the entire stream with the exception of the portions broken into foam,The vivid green of the boulders beneath the water is very striking and colors the entire stream with the exception of the portions broken into foam.,0.0000,0.2356
small.en,1462-170145-0017,i'm going to do what you asked me to do when you were in london,I'm going to do what you asked me to do when you were in London.,0.0000,0.1826
small.en,777-126732-0018,you would call that lad a degenerate would you mumbled mister verloc,"You would call that latter degenerate, would you?"" Memoled Mr. Verloc.",0.3333,0.2022
small.en,6241-61943-0015,the professor knew whom he had to deal with,The professor knew whom he had to deal with.,0.0000,0.1121
small.en,1462-170145-0003,of course i know bartley she said at last that after this you won't owe me the least consideration but we sail on tuesday,"Of course I know, Bartley,"" she said at last, that after this you won't owe me the least consideration. But we sail on Tuesday.",0.0000,0.3316
small.en,2428-83705-0017,i found that as a woman of business she was beyond all my expectations,"I found that as a woman of business, she was beyond all my expectations.",0.0000,0.1400
small.en,7976-105575-0026,rosecrans protested it was in vain,Rosecrantz protested. It was in vain.,0.1667,0.1146
small.en,2078-142845-0036,plain buns seventeen twenty nine,"Plain Buns, 1729.",0.6000,0.0895
small.en,5536-43359-0015,our honor is the guarantee for his safety so long as he is within the camp,"Our honor is the guarantee for his safety, so long as he is within the camp.",0.0000,0.1539
small.en,2277-149896-0034,he rang again this time harder still no answer,"He rang again, this time harder. Still no answer.",0.0000,0.1239
small.en,84-121123-0012,the old man's eyes remained fixed on the door,The old man's eyes remained fixed on the door.,0.0000,0.1362
small.en,5338-284437-0001,here said one of their guides as the procession halted before the little stone building is the palace of tourmaline who is our queen,"Here, said one of their guides, as the procession halted before the little stone building, is the palace of Tormelene, who is our queen.",0.0417,0.2236
small.en,174-50561-0007,she would not speak though we danced a week with her thoughts a thousand leagues over the water singer singer wandering singer o my honey sweet singer,"She would not speak, though he danced a week, With her thoughts a thousand leagues over the water. Singer, singer, wandering singer, O my honey-sweet singer!",0.1111,0.2873
small.en,3081-166546-0048,well well that's honest at all events,"Well, well, that's honest at all events.",0.0000,0.1106
small.en,2086-149214-0000,the narrative it may be is woven of so humble a texture as to require this advantage and at the same time to render it the more difficult of attainment,"The narrative, it may be, is woven of so humble a texture as to require this advantage, and at the same time to render it the more difficult of attainment.",0.0000,0.2721
small.en,3536-23268-0014,if you think so madam i see nothing that should prevent me now,"If you think so, Madam, I see nothing that should prevent me now.",0.0000,0.1489
small.en,5694-64029-0017,the yankees marched over the hill out of sight,The Yankees marched over the hill out of sight.,0.0000,0.1197
small.en,7976-110124-0001,every year at a certain day of a certain month he went away to a distant city to collect money on an account,"Every year, at a certain day of a certain month, he went away to a distant city to collect money on an account.",0.0000,0.2035
small.en,3853-163249-0052,david and christie went smiling away together and if they shed any tears over the brief happiness no one saw them but the flowers and they loyally kept the secret folded up in their tender hearts,"David and Christie went smiling away together, and if they shed any tears over the brief happiness, no one saw them but the flowers, and they loyally kept the secret folded up in their tender hearts.",0.0000,0.3146
small.en,1673-143397-0008,at these blasphemous sounds the pillars of the sanctuary were shaken,"At these blasphemous sounds, the pillars of the sanctuary were shaken.",0.0000,0.1100
small.en,652-130737-0001,with soup and fish serve white wines such as rhein wine sauterne or white burgundy,"With soup and fish, serve white wines such as rind wine, sotern, or white burgundy.",0.1333,0.1646
small.en,2412-153954-0010,the children were infinite in number and exceedingly merry i need hardly say that they came in for their full share of the prevailing beauty,The children were infinite in number and exceedingly merry. I need hardly say that they came in for their full share of the prevailing beauty.,0.0000,0.2027
small.en,3081-166546-0077,miss clarke started and her sweet face showed a moment's perplexity did i she queried musingly,"Miss Clark started, and her sweet face showed a moment's perplexity. Did I? She queried musingly.",0.0625,0.2544
small.en,2428-83699-0040,after a vast amount of unfastening the door was opened and on the threshold there stood a girl with a lighted candle in her hand,"After a vast amount of unfastening, the door was opened, and on the threshold there stood a girl with a lighted candle in her hand.",0.0000,0.2525
small.en,251-136532-0003,the civilian specialists in other fields and the space force people who had been holding tape lines and making sketches and snapping cameras were all flying to lower syrtis to find out how much oxygen there was and what kind of life it supported,"The civilian specialists in other fields, and the Space Force people who had been holding tape lines, and making sketches and snapping cameras, were all flying to lower Sirtis to find out how much oxygen there was and what kind of life it supported.",0.0227,0.4599
small.en,84-121123-0027,i only wish to be alone you will excuse me will you not,"I only wish to be alone. You will excuse me, will you not?",0.0000,0.1648
small.en,7850-73752-0008,four and twenty hours ago and he deemed himself the most miserable and forlorn of human beings and now all the blessings of the world seemed showered at his feet,"Four and twenty hours ago, and he deemed himself the most miserable and forlorn of human beings, and now all the blessings of the world seemed showered at his feet.",0.0000,0.2610
small.en,5694-64038-0005,he walked up and says hello boys what is it boss,"He walked up and says, hello boys. What is it, boss?",0.0000,0.1555
small.en,2078-142845-0040,sufficient to make twelve buns seasonable at any time light buns,"sufficient to make 12 buns, seasonable at any time. Light buns.",0.0909,0.1957
small.en,6295-244435-0032,it whipped his blood as it blew down from the slopes and crests,It whipped his blood as it blew down from the slopes and crests.,0.0000,0.1534
small.en,6319-64726-0011,but the faces of the men were rosy and the goblets by them had a few drops of wine left,"But the faces of the men were rosy, and the goblets by them had a few drops of wine left.",0.0000,0.2245
small.en,2086-149220-0048,while thus dismissing her the maiden lady stept forward kissed phoebe and pressed her to her heart which beat against the girl's bosom with a strong high and tumultuous swell,"While thus dismissing her, the maiden lady stepped forward, kissed Phoebe, and pressed her to her heart, which beat against the girl's bosom with a strong, high, and tumultuous swell.",0.0333,0.2417
small.en,3081-166546-0083,i will trouble you no further,I will trouble you no further.,0.0000,0.0815
small.en,2428-83699-0035,a voice inquired who's there,"A voice inquired, who's there?",0.0000,0.0965
small.en,7976-110124-0014,she did not stir and he knew that the sleeping powder had thoroughly done its work,"She did not stir, and he knew that the sleeping powder had thoroughly done its work.",0.0000,0.1870
small.en,84-121123-0008,oh you rave sir exclaimed villefort in vain endeavoring to escape the net in which he was taken i rave,"Oh, you rave, sir!"" exclaimed Villefort, in vain endeavouring to escape the net in which he was taken. I rave—",0.0500,0.2911
small.en,1272-128104-0000,mister quilter is the apostle of the middle classes and we are glad to welcome his gospel,"Mr. Quilter is the apostle of the middle classes, and we are glad to welcome his gospel.",0.0588,0.2171
small.en,3000-15664-0007,thus one saunters on and on in the glorious radiance in utter peace and forgetfulness of time,"Thus one saunters on and on in the glorious radiance, in utter peace and forgetfulness of time.",0.0000,0.2180
small.en,2412-153954-0009,i have always delighted in and reverenced beauty but i felt simply abashed in the presence of such a splendid type a compound of all that is best in egyptian greek and italian,"I have always delighted in and reverenced beauty, but I felt simply abashed in the presence of such a splendid type, a compound of all that is best in Egyptian, Greek, and Italian.",0.0000,0.3519
small.en,5895-34622-0001,in gwynplaine evil thoughts never ripened and he had therefore no remorse,In Gwynn-Plane's evil thoughts never ripened. And he had therefore no remorse.,0.0833,0.1809
small.en,6295-244435-0008,the great state of virginia mother of presidents went out of the union at last and north carolina tennessee and arkansas followed her but maryland kentucky and missouri still hung in the balance,"The great state of Virginia, mother of presidents, went out of the Union at last. In North Carolina, Tennessee and Arkansas followed her. But Maryland, Kentucky and Missouri still hung in the balance.",0.0303,0.3169
small.en,84-121550-0024,to say unto virgilius not a drachm of blood remains in me that does not tremble i know the traces of the ancient flame,"To say unto Virgilius, Not a dracham of blood remains in me that does not tremble. I know the traces of the ancient flame.",0.0417,0.2511
small.en,2428-83699-0042,we've lost the key of the cellar and there's nothing out except water and i don't think you'd care for that,"We've lost the key of the cellar, and there's nothing out except water, and I don't think you'd care for that.""",0.0000,0.2558
small.en,174-50561-0014,the ladies,The Ladies.,0.0000,0.0816
small.en,6345-93306-0013,he told me to stay on at the hotel and i did and then one night when i was at the theatre my maid a horrid french thing we got in paris packed up all my trunks and took all my money and paid the bill and went,"He told me to stay on at the hotel, and I did, and then one night when I was at the theatre my maid, a horrid French thing we got in Paris, packed up all my trunks and took all my money, and paid the bill and went.",0.0000,0.5006
small.en,2277-149874-0004,his ambition was some day to build a house on them,His ambition was someday to build a house on them.,0.1818,0.1428
small.en,3081-166546-0076,what made the difference,What made the difference?,0.0000,0.1072
small.en,84-121123-0022,the two doctors therefore entered the room alone,The two doctors therefore entered the room alone.,0.0000,0.1083
small.en,5694-64025-0016,about the time he pulled trigger a stray ball from some direction struck him in the side and he fell off dead and his horse becoming frightened galloped off dragging him through the confederate lines,"About the time he pulled Trigger, a stray ball from some direction struck him in the side and he fell off dead, and his horse becoming frightened galloped off, dragging him through the Confederate lines.",0.0000,0.3045
small.en,1919-142785-0045,if it should be in an unsound state it must be on no account made use of,"If it should be in an unsound state, it must be on no account made use of.",0.0000,0.1746
small.en,2428-83699-0002,the reply was written in a sprawling feminine hand it was a little vague,The reply was written in a sprawling feminine hand. It was a little vague.,0.0000,0.1546
small.en,7850-111771-0008,when his public services were finished he started in company with his wife son jesse and a few friends,"When his public services were finished, he started in company with his wife, son Jesse, and a few friends.",0.0000,0.1749
small.en,3536-8226-0018,but trevelyan was of a different opinion and he was disgusted and revolted most unreasonably by the appearance of his minister's domestic arrangements,"But Trevallian was of a different opinion, and he was disgusted and revolted, most unreasonably, by the appearance of his minister's domestic arrangements.",0.0435,0.2997
small.en,8297-275154-0012,randal he said you know where sydney is,"Randall, he said, you know where Sydney is.",0.1250,0.1417
small.en,5536-43363-0009,it is well known that the american indian had somehow developed occult power and although in the latter days there have been many impostors and allowing for the vanity and weakness of human nature it is fair to assume that there must have been some even in the old days yet there are well attested instances of remarkable prophecies and other mystic practice,"It is well known that the American Indian had somehow developed occult power and although in the latter days there have been many imposters and allowing for the vanity and weakness of human nature, it is fair to assume that there must have been some even in the old days, yet there are well-attested instances of remarkable prophecies and other mystic practice.",0.0476,0.5855
small.en,1673-143397-0010,the vanity of celestine was flattered by the appeal and the partial version of a monk decided the faith of the pope who with his latin clergy was ignorant of the language the arts and the theology of the greeks,"The vanity of Kellestein was flattered by the appeal, and the partial version of a monk decided the faith of the Pope, who with his Latin clergy was ignorant of the language, the arts, and the theology of the Greeks.",0.0250,0.3432
small.en,1993-147149-0001,what bankrupts in the world we feel when death like some remorseless creditor seizes on all we fondly thought our own the twins,"What bankraps in the world we feel when death, Like some remorseless creditor, Seizes on all we fondly thought our own. The twins.",0.0435,0.2465
small.en,3536-8226-0023,bozzle away from his own home out on business with his coat buttoned over his breast and his best hat in his hand was aware that he commanded respect and he could carry himself accordingly,"Bozzle, away from his own home, out on business with his coat buttoned over his breast and his best hat in his hand, was aware that he commanded respect and he could carry himself accordingly.",0.0000,0.2961
small.en,1462-170138-0024,he leaned forward and beamed felicitations as warmly as mainhall himself when at the end of the play she came again and again before the curtain panting a little and flushed her eyes dancing and her eager nervous little mouth tremulous with excitement,"He leaned forward and beamed felicitations as warmly as Mainhall himself when, at the end of the play, she came again and again before the curtain, panting a little and flushed, her eyes dancing and her eager, nervous little mouth tremulous with excitement.",0.0000,0.4197
small.en,174-50561-0009,the wandering singer,The Wandering Singer,0.0000,0.0743
small.en,1993-147964-0004,on the white pages i grouped sunday school cards and advertising cards which i had brought from my old country,"On the white pages, I grouped Sunday school cards and advertising cards, which I had brought from my old country.",0.0000,0.1882
small.en,2086-149220-0029,i can assure you that this is a modern face and one which you will very probably meet,I can assure you that this is a modern face and one which you will very probably meet.,0.0000,0.1472
small.en,3081-166546-0038,she had no companion near her,She had no companion near her.,0.0000,0.1308
small.en,7850-73752-0001,in moments of deep feeling alike sudden bursts of prosperity as in darker hours man must be alone,"In moments of deep feeling, alike sudden bursts of prosperity, as in darker hours, man must be alone.",0.0000,0.1515
small.en,1919-142785-0005,mode pare and slice the cucumbers as for the table sprinkle well with salt and let them remain for twenty four hours strain off the liquor pack in jars a thick layer of cucumbers and salt alternately tie down closely and when wanted for use take out the quantity required,"Mode. Pair and slice the cucumbers as for the table. Sprinkle well with salt and let them remain for 24 hours. Strain off the liquor, pack in jars, a thick layer of cucumbers and salt alternately. Tie down closely and when wanted for use take out the quantity required.",0.0600,0.3411
small.en,84-121550-0029,therefore my answer is with greater care that he may hear me who is weeping yonder so that the sin and dole be of one measure,"Therefore, my answer is with greater care that he may hear me who is weeping yonder, so that the sin and dole be of one measure.",0.0000,0.2157
small.en,84-121123-0025,the nearest said the district doctor is a good italian abbe who lives next door to you shall i call on him as i pass,"The nearest, said the district doctor, is a good Italian abbe who lives next door to you. Shall I call on him as I pass?",0.0000,0.2302
small.en,3752-4944-0011,the devil he is i heard something about it too,The devil he is. I heard something about it too.,0.0000,0.0973
small.en,1462-170142-0007,i never dreamed it would be you bartley,"I never dreamed it would be you, Bartley.",0.0000,0.1154
small.en,5694-64038-0003,outside of these occasional reminders we could see no evidence of the desolation of the track of an invading army,"Outside of these occasional reminders, we could see no evidence of the desolation of the track of an invading army.",0.0000,0.1506
small.en,6295-244435-0004,the smoke itself which had formed a vast cloud over harbor forts and city was now drifting out to sea leaving all things etched sharply in the dazzling sunlight of a southern spring day,"The smoke itself, which had formed a vast cloud over the harbor, forts, and city, was now drifting out to sea, leaving all things etched sharply in the dazzling sunlight of a southern spring day.",0.0294,0.3335
small.en,7976-105575-0002,our brigade was fearfully outnumbered,Our brigade was fearfully outnumbered.,0.0000,0.0905
small.en,3081-166546-0031,this is very good of you he began glancing down at the aged detective's bundled up legs and gently pushing a chair towards him,"This is very good of you,"" he began, glancing down at the aged detectives' bundled up legs and gently pushing a chair towards him.",0.0417,0.2713
small.en,1919-142785-0052,illustration pestle and mortar,"Illustration, pestle and mortar.",0.0000,0.0837
small.en,174-168635-0015,and then he talked of her mother and he made her pray,"And then he talked to her mother, and he made her pray.",0.0833,0.1434
small.en,7976-105575-0020,i hastened back to the lines,I hasten back to the lines.,0.1667,0.0862
small.en,8297-275156-0004,supposing the report had been true,supposing the report had been true.,0.0000,0.1156
small.en,2277-149874-0000,minnie's flat as the one floor resident apartments were then being called was in a part of west van buren street inhabited by families of labourers and clerks men who had come and were still coming with the rush of population pouring in at the rate of fifty thousand a year,"Minnie's flat, as the one-floor resident apartments were then being called, was in a part of West Van Buren Street inhabited by families of laborers and clerks, men who had come and were still coming, with the rush of population pouring in at the rate of 50,000 a year.",0.0980,0.3667
small.en,1919-142785-0007,mode choose the greenest cucumbers and those that are most free from seeds put them in strong salt and water with a cabbage leaf to keep them down tie a paper over them and put them in a warm place till they are yellow then wash them and set them over the fire in fresh water with a very little salt and another cabbage leaf over them cover very closely but take care they do not boil,Mode. Choose the greenest cucumbers and those that are most free from seeds. Put them in strong salt and water with a cabbage leaf to keep them down. Tie a paper over them and put them in a warm place till they are yellow. Then wash them and set them over the fire in fresh water with a very little salt and another cabbage leaf over them. Cover very closely but take care they do not boil.,0.0000,0.6644
small.en,3000-15664-0016,it is lined with emerald algae and mosses and shaded with alder willow and thorn bushes which give it a fine setting,"It is lined with emerald algae and mosses, and shaded with alder, willow and thorn bushes, which give it a fine setting.",0.0000,0.2178
small.en,251-137823-0019,the telephone line was soon repaired and a steady stream of rescue vehicles began arriving from harkness fire trucks three ambulances and private cars driven by volunteers,"The telephone line was soon repaired and a steady stream of rescue vehicles began arriving from Harkness, fire trucks, three ambulances, and private cars driven by volunteers.",0.0000,0.1756
small.en,2277-149896-0001,he would have to pay her the money which she would now regularly demand or there would be trouble it did not matter what he did,"He would have to pay her the money which she would now regularly demand, or there would be trouble. It did not matter what he did.",0.0000,0.1662
small.en,2412-153948-0003,i reached my destination in one of the last months of eighteen sixty eight but i dare not mention the season lest the reader should gather in which hemisphere i was,"I reached my destination in one of the last months of 1868, but I dare not mention the season lest the reader should gather in which hemisphere I was.",0.0968,0.1806
small.en,8297-275155-0002,after reading one or two of the political articles he arrived at the columns specially devoted to fashionable intelligence,"After reading one or two of the political articles, he arrived at the columns specially devoted to fashionable intelligence.",0.0000,0.1365
small.en,6319-57405-0008,we should like above all things said deucalion to see this land full of people once more for without neighbors and friends the world is a very lonely place indeed,"""'We should like above all things,' said Dukelion. ""'To see this land full of people once more, for without neighbors and friends the world is a very lonely place indeed.'""",0.0333,0.1981
small.en,251-118436-0011,all discarded portions of the human body still remain part of it attached to it by intangible connections,"All discarded portions of the human body still remain part of it, attached to it by intangible connections.",0.0000,0.2024
small.en,422-122949-0023,whichever groups of sensations within a soul awaken most readily begin to speak and give the word of command these decide as to the general order of rank of its values and determine ultimately its list of desirable things,"Whichever groups of sensations within a soul awaken most readily, begin to speak, and give the word of command, these decide as to the general order of rank of its values, and determine ultimately its list of desirable things.",0.0000,0.3012
small.en,5694-64038-0022,those old soldiers had long long ago forgotten about that old law of the long gone past but jim had treasured it up in his memory lo these many years and he thought it would serve him now as it had no doubt frequently done in the past,"Those old soldiers had long, long ago forgotten about that old law of the long-gone past. But Jim had treasured it up in his memory, low these many years, and he thought it would serve him now as it had no doubt frequently done in the past.",0.0625,0.3652
small.en,3853-163249-0017,the boys bless their brave hearts have done nobly but older men are needed now we cannot sacrifice all the gallant lads and we who have more to lose than they must take our turn and try to do as well,"The boys, bless their brave hearts, have done nobly, but older men are needed now. We cannot sacrifice all the gallant lads, and we who have more to lose than they must take our turn and try to do as well.",0.0000,0.2362
small.en,251-118436-0006,this man was clad in a brown camel hair robe and sandals and a green turban was on his head,"This man was clad in a brown camel-hair robe and sandals, and a green turban was on his head.",0.1000,0.2558
small.en,2902-9006-0019,to synesius's most charming letters as well as to those of isidore the good abbot of pelusium i beg leave to refer those readers who wish for further information about the private life of the fifth century,"To Sinesius's most charming letters, as well as to those of Isidore, the good abbot of Pelusium, I beg leave to refer those readers who wish for further information about the private life of the fifth century.",0.0270,0.2846
small.en,3536-23268-0006,yes indeed and i believe it is right that i should keep my first promise is it not,"Yes, indeed, and I believe it is right that I should keep my first promise, is it not?",0.0000,0.1824
small.en,1988-24833-0007,he does and for once i win a round i keep music for this semester,"He does, and for once I win a round. I keep music for this semester.",0.0000,0.1300
small.en,251-118436-0008,with a long stained fingernail he mapped the constellations on the marble tiled floor,"With a long, stained fingernail he mapped the constellations on the marble-tiled floor.",0.1429,0.1337
small.en,6345-93302-0000,she herself should have been a poem a lyric in a white gown and green scarf coming to him through the long grass under the blossomed boughs,"She herself should have been a poem, a lyric in a white gown and green scarf, coming to him through the long grass under the blossomed boughs.",0.0000,0.2183
small.en,2428-83705-0005,for instance look at their behaviour in the matter of the ring,"For instance, look at their behavior in the matter of the ring.",0.0833,0.1049
small.en,2035-147961-0039,when he was out hunting he used to go into the empty log house and sit there brooding,When he was out hunting he used to go into the empty log house and sit there brooding,0.0000,0.1192
small.en,8297-275156-0003,not satisfied with gossip in private the greedy public appetite devours gossip in print and wants more of it than any one editor can supply,"Not satisfied with gossip in private, the greedy public appetite devours gossip in print, and wants more of it than any one editor can supply.",0.0000,0.2210
small.en,3752-4944-0053,show mister north out he said and go down to the barracks and tell troke that kirkland is to have a hundred lashes to morrow,"Show Mr. North out,"" he said, and go down to the barracks and tell Troke that Kirkland is to have a hundred lashes tomorrow.",0.1200,0.2373
small.en,174-50561-0016,once more the singer plays and the ladies dance but one by one they fall asleep to the drowsy music and then the singer steps into the ring and unlocks the tower and kisses the emperor's daughter,"Once more, the singer plays in the lady's dance. But one by one they fall asleep to the drowsy music, and then the singer steps into the ring and unlocks the tower and kisses the emperor's daughter.",0.0541,0.3375
small.en,6313-76958-0029,pong tell the young gentlemen what would become of you if you were to serve bad meals to this outfit of cowpunchers,"Pong, tell the young gentlemen what would become of you if you were to serve bad meals to this outfit of cow punchers.""",0.0909,0.2538
small.en,1462-170138-0022,in a moment peggy was on the stage again and alexander applauded vigorously with the rest,"In a moment Peggy was on the stage again, and Alexander applauded vigorously with the rest.",0.0000,0.1622
small.en,1988-147956-0018,i noticed how white and well shaped his own hands were,I noticed how white and well shaped his own hands were.,0.0000,0.1168
small.en,2086-149220-0041,she was indistinctly aware however that the gaunt figure of the old gentlewoman was sitting in one of the straight backed chairs a little withdrawn from the window the faint gleam of which showed the blanched paleness of her cheek turned sideways towards a corner,"She was indistinctly aware, however, that the gaunt figure of the old gentlewoman was sitting in one of the straight-back chairs, a little withdrawn from the window, the faint gleam of which showed the blanched paleness of her cheek, turned sideways towards the corner.",0.0667,0.3498
small.en,6313-66125-0000,you'll all be over if you don't have a care,You'll all be over if you don't have a care.,0.0000,0.1013
small.en,3752-4944-0032,mister meekin expressed some alarm but doctor macklewain re assured him,"Mr. Meekin expressed some alarm, but Dr. McElwain reassured him.",0.4545,0.1350
small.en,3853-163249-0009,in that case you will find me a proud impetuous ambitious fellow christie and how will that suit,"In that case, you will find me a proud, impetuous, ambitious fellow, Christie, and how will that suit?",0.0000,0.1748
small.en,84-121550-0005,some apprehension keeps you marvelling but the psalm delectasti giveth light which has the power to uncloud your intellect,"Some apprehension keeps you marveling, but the Psalm, Delictasi, giveth light which has the power to uncloud your intellect.",0.1053,0.1558
small.en,5694-64029-0014,bad generalship i thought it was christmas,"Bad generalship, I thought. It was Christmas.",0.0000,0.1166
small.en,5895-34629-0000,it was established at southwark,It was established at Southwork.,0.2000,0.0797
small.en,6345-93302-0009,but here the only thing that occurred to her was to stop and look in one of the shops till he should ask her what she was looking at,But here the only thing that occurred to her was to stop and look in one of the shops till he should ask her what she was looking at.,0.0000,0.1700
small.en,251-136532-0023,the organization of a society of martian archaeology with anthony lattimer ph d the logical candidate for the chair,"the organization of a Society of Martian Archaeology with Anthony Latimer, Ph.D., the logical candidate for the Chair.",0.1579,0.1609
small.en,1462-170142-0030,i understand bartley i was wrong,"I understand, Bartley. I was wrong.",0.0000,0.1312
small.en,3752-4944-0010,he is just married you know is he said burgess,"He is just married, you know. Is he, said Burgess?",0.0000,0.1259
small.en,6295-244435-0029,he felt the difference as soon as he reached the hills of his native state,He felt the difference as soon as he reached the hills of his native state.,0.0000,0.1285
small.en,2277-149874-0008,then she walked and sang to it until hanson disturbed in his reading came and took it,"Then she walked and sang to it, until Hansen, disturbed in his reading, came and took it.",0.0588,0.1491
small.en,2277-149896-0020,then he sat down in his chair and gazed without seeing contemplating the result of his work,"Then he sat down in his chair, engaged without seeing, contemplating the result of his work.",0.1176,0.1874
